"ts_number","address","city","county","date","price","details","status","page_number","raw_data","row_index","table_index"
"113391-CA","311 VERNON STREET","Rocklin","","09/10/2025","","113391-CA 917 Marvin Gardens #9, Rocklin CA, 95765 09/10/2025 10:30 AM OUTSIDE THE MAIN ENTRANCE TO CITY OF ROSEVILLE CIVIC CENTER, 311 VERNON STREET, ROSEVILLE, CA 95678  From 07/30/2025 to 09/10/2025","","2","113391-CA 917 Marvin Gardens #9, Rocklin CA, 95765 09/10/2025 10:30 AM OUTSIDE THE MAIN ENTRANCE TO CITY OF ROSEVILLE CIVIC CENTER, 311 VERNON STREET, ROSEVILLE, CA 95678  From 07/30/2025 to 09/10/2025","24","1"
"119227-CA","700 Civic Center Drive West","Santa Ana","","09/10/2025","","119227-CA 220 8Th St, Seal Beach CA, 90740 09/10/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701  From 08/06/2025 to 09/10/2025","","2","119227-CA 220 8Th St, Seal Beach CA, 90740 09/10/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701  From 08/06/2025 to 09/10/2025","25","1"
"113376-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Long Beach","","09/10/2025","","113376-CA 3025E Corto Pl, Long Beach CA, 90803 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/30/2025 to 09/10/2025","","3","113376-CA 3025E Corto Pl, Long Beach CA, 90803 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/30/2025 to 09/10/2025","1","1"
"098661-CA","3560  Fairmeade Rd","Pasadena","","09/10/2025","","098661-CA 3560  Fairmeade Rd, Pasadena CA, 91107 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/30/2025 to 09/10/2025","","3","098661-CA 3560  Fairmeade Rd, Pasadena CA, 91107 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/30/2025 to 09/10/2025","2","1"
"124271-CA","3100  Millicent Way","Pasadena","","09/10/2025","","124271-CA 3100  Millicent Way, Pasadena CA, 91107 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/06/2025 to 09/10/2025","","3","124271-CA 3100  Millicent Way, Pasadena CA, 91107 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/06/2025 to 09/10/2025","3","1"
"111456-CA","30 AM AT THE EAST WEBER AVENUE","Stockton","","09/10/2025","","111456-CA 4449 Virgil, Stockton CA, 95215 09/10/2025 09:30 AM AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202  From 08/06/2025 to 09/10/2025","","3","111456-CA 4449 Virgil, Stockton CA, 95215 09/10/2025 09:30 AM AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202  From 08/06/2025 to 09/10/2025","4","1"
"118328-CA","415  Cortez Road","Arcadia","","09/10/2025","","118328-CA 415  Cortez Road, Arcadia CA, 91007 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/06/2025 to 09/10/2025","","3","118328-CA 415  Cortez Road, Arcadia CA, 91007 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/06/2025 to 09/10/2025","5","1"
"125948-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Los Angeles","","09/10/2025","","125948-CA 6502 4Th Ave, Los Angeles CA, 90043 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/06/2025 to 09/10/2025","","3","125948-CA 6502 4Th Ave, Los Angeles CA, 90043 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/06/2025 to 09/10/2025","6","1"
"124169-CA","426 Raymond Avenue","San Jose","","09/10/2025","","124169-CA 426 Raymond Avenue, San Jose CA, 95128 09/10/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113","","3","124169-CA 426 Raymond Avenue, San Jose CA, 95128 09/10/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113","7","1"
"123208-CA","390 S Sepulveda Blvd","Los Angeles","","09/10/2025","","123208-CA 390 S Sepulveda Blvd 208, Los Angeles CA, 90049 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","","3","123208-CA 390 S Sepulveda Blvd 208, Los Angeles CA, 90049 09/10/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","8","1"
"086988-CA","65 CIVIC AVENUE","Pittsburg","","09/10/2025","","086988-CA 3111 11Th St, San Pablo CA, 94806 09/10/2025 01:30 PM AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565","","3","086988-CA 3111 11Th St, San Pablo CA, 94806 09/10/2025 01:30 PM AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565","9","1"
"126141-CA","817 GERONIMO RD","Perris","","09/10/2025","","126141-CA 817 GERONIMO RD, PERRIS CA, 92570 09/10/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","","3","126141-CA 817 GERONIMO RD, PERRIS CA, 92570 09/10/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","10","1"
"126269-CA","658 TORREY PINES RD","Corona","","09/10/2025","","126269-CA 658 TORREY PINES RD, BANNING CA, 92220 09/10/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","","3","126269-CA 658 TORREY PINES RD, BANNING CA, 92220 09/10/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","11","1"
"133578-CA","135 Gypsum Dr","Vallejo","","09/08/2025","","133578-CA 135 Gypsum Dr, Vallejo CA, 94589 09/08/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590  From 08/04/2025 to 09/08/2025","","3","133578-CA 135 Gypsum Dr, Vallejo CA, 94589 09/08/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590  From 08/04/2025 to 09/08/2025","12","1"
"133197-CA","44481  Calexico Ave","El Cajon","","09/08/2025","","133197-CA 44481  Calexico Ave, Jacumba CA, 91934 09/08/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/04/2025 to 09/08/2025","","3","133197-CA 44481  Calexico Ave, Jacumba CA, 91934 09/08/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/04/2025 to 09/08/2025","13","1"
"133470-CA","1853 Rue Bienville Pl","Chula Vista","","09/08/2025","","133470-CA 1853 Rue Bienville Pl #831, Chula Vista CA, 91913 09/08/2025 10:00 AM At the entrance to the East County Regional Center by statue, 250 E. Main Street, El Cajon, CA 92020  From 08/04/2025 to 09/08/2025","","3","133470-CA 1853 Rue Bienville Pl #831, Chula Vista CA, 91913 09/08/2025 10:00 AM At the entrance to the East County Regional Center by statue, 250 E. Main Street, El Cajon, CA 92020  From 08/04/2025 to 09/08/2025","14","1"
"135929-CA","191 EAST G STREET","Benicia","","09/08/2025","","135929-CA 191 EAST G STREET, BENICIA CA, 94510 09/08/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590","","3","135929-CA 191 EAST G STREET, BENICIA CA, 94510 09/08/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590","15","1"
"121715-CA","24504  Wayman St","Santa Clarita","","09/08/2025","","121715-CA 24504  Wayman St, Santa Clarita Newha CA, 91321 09/08/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766  From 08/04/2025 to 09/08/2025","","3","121715-CA 24504  Wayman St, Santa Clarita Newha CA, 91321 09/08/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766  From 08/04/2025 to 09/08/2025","16","1"
"123675-CA","8545 La Tuna Canyon Road","Los Angeles","","09/08/2025","","123675-CA 8545 La Tuna Canyon Road, Los Angeles & Sun Valley CA, 91352 09/08/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766  From 08/04/2025 to 09/08/2025","","3","123675-CA 8545 La Tuna Canyon Road, Los Angeles & Sun Valley CA, 91352 09/08/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766  From 08/04/2025 to 09/08/2025","17","1"
"126802-CA","1060 Topsail Dr","Vallejo","","09/08/2025","","126802-CA 1060 Topsail Dr, Vallejo CA, 94591 09/08/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590  From 07/28/2025 to 09/08/2025","","3","126802-CA 1060 Topsail Dr, Vallejo CA, 94591 09/08/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590  From 07/28/2025 to 09/08/2025","18","1"
"078879-CA","7913 REVELSTOKE WAY","Bakersfield","","09/08/2025","","078879-CA 7913 REVELSTOKE WAY, BAKERSFIELD CA, 93309 09/08/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/28/2025 to 09/08/2025","","3","078879-CA 7913 REVELSTOKE WAY, BAKERSFIELD CA, 93309 09/08/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/28/2025 to 09/08/2025","19","1"
"121148-CA","1501 TRUXTUN AVENUE","Bakersfield","","09/08/2025","","121148-CA 7021  Via Del Mar, Bakersfield CA, 93307 09/08/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/28/2025 to 09/08/2025","","3","121148-CA 7021  Via Del Mar, Bakersfield CA, 93307 09/08/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/28/2025 to 09/08/2025","20","1"
"130360-CA","13665 OLD RD","El Cajon","","09/08/2025","","130360-CA 13665 OLD RD, VALLEY CENTER CA, 92082 09/08/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/04/2025 to 09/08/2025","","3","130360-CA 13665 OLD RD, VALLEY CENTER CA, 92082 09/08/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/04/2025 to 09/08/2025","21","1"
"115191-CA","4365 Walnut Dr","Eureka","","09/08/2025","","115191-CA 4365 Walnut Dr, Eureka CA, 95503 09/08/2025 10:00 AM IN THE FRONT ENTRANCE OF THE HUMBOLDT COUNTY COURTHOUSE, 825 5TH STREET, EUREKA, CA 95501  From 06/30/2025 to 09/08/2025","","3","115191-CA 4365 Walnut Dr, Eureka CA, 95503 09/08/2025 10:00 AM IN THE FRONT ENTRANCE OF THE HUMBOLDT COUNTY COURTHOUSE, 825 5TH STREET, EUREKA, CA 95501  From 06/30/2025 to 09/08/2025","22","1"
"133650-CA","6747 Estrella Ave","Twentynine Palms","","09/05/2025","","133650-CA 6747 Estrella Ave, Twentynine Palms CA, 92277 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710","","3","133650-CA 6747 Estrella Ave, Twentynine Palms CA, 92277 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710","23","1"
"134900-CA","11532 Shahaptain Ave","Hesperia","","09/05/2025","","134900-CA 11532 Shahaptain Ave, Hesperia CA, 92345 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710","","3","134900-CA 11532 Shahaptain Ave, Hesperia CA, 92345 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710","24","1"
"119674-CA","17959  Bluegrass Rd","El Cajon","","09/08/2025","","119674-CA 17959  Bluegrass Rd, Ramona CA, 92065 09/08/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020","","3","119674-CA 17959  Bluegrass Rd, Ramona CA, 92065 09/08/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020","25","1"
"134787-CA","3313  Ybarra Rd","El Cajon","","09/05/2025","","134787-CA 3313  Ybarra Rd, Spring Valley CA, 91978 09/05/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020","","4","134787-CA 3313  Ybarra Rd, Spring Valley CA, 91978 09/05/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020","1","1"
"120107-CA","2576  Nye Street","San Diego","","09/05/2025","","120107-CA 2576  Nye Street, San Diego CA, 92111 09/05/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 06/27/2025 to 09/05/2025","","4","120107-CA 2576  Nye Street, San Diego CA, 92111 09/05/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 06/27/2025 to 09/05/2025","2","1"
"128048-CA","5346  Glenwood Way","Richmond","","09/05/2025","","128048-CA 5346  Glenwood Way, Richmond CA, 94803 09/05/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523  From 08/05/2025 to 09/05/2025","","4","128048-CA 5346  Glenwood Way, Richmond CA, 94803 09/05/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523  From 08/05/2025 to 09/05/2025","3","1"
"126202-CA","14427  Laguna Court","Adelanto","","09/05/2025","","126202-CA 14427  Laguna Court, Adelanto CA, 92301 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 08/05/2025 to 09/05/2025","","4","126202-CA 14427  Laguna Court, Adelanto CA, 92301 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 08/05/2025 to 09/05/2025","4","1"
"123920-CA","5721 Georgia Dr","Sacramento","","09/05/2025","","123920-CA 5721 Georgia Dr, N Highlands CA, 95660 09/05/2025 09:00 AM AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814  From 07/08/2025 to 09/05/2025","","4","123920-CA 5721 Georgia Dr, N Highlands CA, 95660 09/05/2025 09:00 AM AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814  From 07/08/2025 to 09/05/2025","5","1"
"128758-CA","30 AM AT THE BACKSIDE OF THE COUNTY COURT","Fresno","","09/05/2025","","128758-CA 5763N Carica Ave, Fresno CA, 93722 09/05/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724  From 08/01/2025 to 09/05/2025","","4","128758-CA 5763N Carica Ave, Fresno CA, 93722 09/05/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724  From 08/01/2025 to 09/05/2025","6","1"
"133304-CA","336 Pallesi St","Barstow","","09/05/2025","","133304-CA 336 Pallesi St, Barstow CA, 92311 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 08/05/2025 to 09/05/2025","","4","133304-CA 336 Pallesi St, Barstow CA, 92311 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 08/05/2025 to 09/05/2025","7","1"
"122464-CA","4500 Bell Ct","Richmond","","09/05/2025","","122464-CA 4500 Bell Ct, Richmond CA, 94804 09/05/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523  From 08/05/2025 to 09/05/2025","","4","122464-CA 4500 Bell Ct, Richmond CA, 94804 09/05/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523  From 08/05/2025 to 09/05/2025","8","1"
"128315-CA","20250 Elm Ln","Escondido","","09/05/2025","","128315-CA 20250 Elm Ln, Escondido CA, 92029 09/05/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020","","4","128315-CA 20250 Elm Ln, Escondido CA, 92029 09/05/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020","9","1"
"132994-CA","1445  Fir Ave","Clovis","","09/05/2025","","132994-CA 1445  Fir Ave, Clovis CA, 93611 09/05/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","","4","132994-CA 1445  Fir Ave, Clovis CA, 93611 09/05/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","10","1"
"102462-CA","00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT","Chino","","09/05/2025","","102462-CA 23406 Knapps Cutoff, Crestline Area CA, 92325 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 08/05/2025 to 09/05/2025","","4","102462-CA 23406 Knapps Cutoff, Crestline Area CA, 92325 09/05/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 08/05/2025 to 09/05/2025","11","1"
"131012-CA","12836 PALM STREET","Garden Grove","","09/04/2025","","131012-CA 12836 PALM STREET UNIT 3, Garden Grove CA, 92840 09/04/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 07/31/2025 to 09/04/2025","","4","131012-CA 12836 PALM STREET UNIT 3, Garden Grove CA, 92840 09/04/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 07/31/2025 to 09/04/2025","12","1"
"131306-CA","00 PM At the Fallon Street","Livermore","","09/04/2025","","131306-CA South Greenville Rd, Livermore CA, 94550 09/04/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612  From 07/02/2025 to 09/04/2025","","4","131306-CA South Greenville Rd, Livermore CA, 94550 09/04/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612  From 07/02/2025 to 09/04/2025","13","1"
"131420-CA","1500 Pine Ave","Long Beach","","09/04/2025","","131420-CA 1500 Pine Ave, Long Beach CA, 90813 09/04/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 09/04/2025","","4","131420-CA 1500 Pine Ave, Long Beach CA, 90813 09/04/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 09/04/2025","14","1"
"134088-CA","1414 Shafter Avenue","San Francisco","","09/04/2025","","134088-CA 1414 Shafter Avenue, San Francisco CA, 94124 09/04/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102","","4","134088-CA 1414 Shafter Avenue, San Francisco CA, 94124 09/04/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102","15","1"
"120831-CA","28871  Bailey Ranch Rd","Hayward","","09/04/2025","","120831-CA 28871  Bailey Ranch Rd, Hayward CA, 94542 09/04/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612  From 07/30/2025 to 09/04/2025","","4","120831-CA 28871  Bailey Ranch Rd, Hayward CA, 94542 09/04/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612  From 07/30/2025 to 09/04/2025","16","1"
"124233-CA","00 AM VINEYARD","Lancaster","","09/04/2025","","124233-CA 42154 55Th St West, Lancaster CA, 93536 09/04/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 06/26/2025 to 09/04/2025","","4","124233-CA 42154 55Th St West, Lancaster CA, 93536 09/04/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 06/26/2025 to 09/04/2025","17","1"
"125815-CA","00 AM VINEYARD","Los Angeles","","09/04/2025","","125815-CA 1305 W 94Th St, Los Angeles CA, 90044 09/04/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 09/04/2025","","4","125815-CA 1305 W 94Th St, Los Angeles CA, 90044 09/04/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 09/04/2025","18","1"
"126977-CA","564 S MCDONNELL AVE","Los Angeles","","09/04/2025","","126977-CA 564 S MCDONNELL AVE 560 562, LOS ANGELES CA, 90022 09/04/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/04/2025","","4","126977-CA 564 S MCDONNELL AVE 560 562, LOS ANGELES CA, 90022 09/04/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/04/2025","19","1"
"107398-CA","5277 Flagg Lane","Livermore","","09/04/2025","","107398-CA 5277 Flagg Lane, Livermore CA, 94550 09/04/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612  From 08/07/2025 to 09/04/2025","","4","107398-CA 5277 Flagg Lane, Livermore CA, 94550 09/04/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612  From 08/07/2025 to 09/04/2025","20","1"
"129703-CA","30 PM Outside the Memorial Court gates by Van Ness Avenue","San Francisco","","09/04/2025","","129703-CA 1696 8Th Ave, San Francisco CA, 94122 09/04/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 07/31/2025 to 09/04/2025","","4","129703-CA 1696 8Th Ave, San Francisco CA, 94122 09/04/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 07/31/2025 to 09/04/2025","21","1"
